 col,row,time,value
        11,         7,  0.8900000E+03,  0.2759000E+00
        11,         7,  0.9000000E+03,  0.2774000E+00
        11,         7,  0.9100000E+03,  0.2810000E+00
        11,         7,  0.9200000E+03,  0.2811000E+00
        11,         7,  0.9300000E+03,  0.2845000E+00
        11,         7,  0.9400000E+03,  0.2859000E+00
        11,         7,  0.9500000E+03,  0.2856000E+00
        11,         7,  0.9600000E+03,  0.2894000E+00
        11,         7,  0.9700000E+03,  0.2891000E+00
        11,         7,  0.9800000E+03,  0.2924000E+00
        11,         7,  0.9900000E+03,  0.2941000E+00
        11,         7,  0.1000000E+04,  0.2954000E+00
        11,         7,  0.1010000E+04,  0.2965000E+00
        11,         7,  0.1020000E+04,  0.2974000E+00
        11,         7,  0.1030000E+04,  0.2961000E+00
        11,         7,  0.1040000E+04,  0.3007000E+00
        11,         7,  0.1050000E+04,  0.2995000E+00
        11,         7,  0.1060000E+04,  0.3001000E+00
        11,         7,  0.1070000E+04,  0.3021000E+00
        11,         7,  0.1080000E+04,  0.3042000E+00
        11,         7,  0.1090000E+04,  0.3040000E+00
        11,         7,  0.1100000E+04,  0.3037000E+00
        11,         7,  0.1110000E+04,  0.3072000E+00
        11,         7,  0.1120000E+04,  0.3049000E+00
        11,         7,  0.1130000E+04,  0.3026000E+00
        11,         7,  0.1140000E+04,  0.3066000E+00
        11,         7,  0.1150000E+04,  0.3063000E+00
        11,         7,  0.1160000E+04,  0.3060000E+00
        11,         7,  0.1170000E+04,  0.3056000E+00
        11,         7,  0.1180000E+04,  0.3070000E+00
        11,         7,  0.1190000E+04,  0.3083000E+00
        11,         7,  0.1200000E+04,  0.3074000E+00
        11,         7,  0.1210000E+04,  0.3065000E+00
        11,         7,  0.1220000E+04,  0.3098000E+00
        11,         7,  0.1230000E+04,  0.3071000E+00
        11,         7,  0.1240000E+04,  0.3064000E+00
        11,         7,  0.1250000E+04,  0.3076000E+00
        11,         7,  0.1260000E+04,  0.3090000E+00
        11,         7,  0.1270000E+04,  0.3081000E+00
        11,         7,  0.1280000E+04,  0.3071000E+00
        11,         7,  0.1290000E+04,  0.3101000E+00
        11,         7,  0.1300000E+04,  0.3089000E+00
        11,         7,  0.1310000E+04,  0.3076000E+00
        11,         7,  0.1320000E+04,  0.3058000E+00
        11,         7,  0.1330000E+04,  0.3067000E+00
        11,         7,  0.1340000E+04,  0.3035000E+00
        11,         7,  0.1350000E+04,  0.3064000E+00
        11,         7,  0.1360000E+04,  0.3054000E+00
        11,         7,  0.1370000E+04,  0.3042000E+00
        11,         7,  0.1380000E+04,  0.3029000E+00
        11,         7,  0.1390000E+04,  0.3057000E+00
        11,         7,  0.1400000E+04,  0.3046000E+00
        11,         7,  0.1410000E+04,  0.3016000E+00
        11,         7,  0.1420000E+04,  0.3005000E+00
        11,         7,  0.1430000E+04,  0.3017000E+00
        11,         7,  0.1440000E+04,  0.2990000E+00
        11,         7,  0.1450000E+04,  0.2983000E+00
        11,         7,  0.1460000E+04,  0.3011000E+00
        11,         7,  0.1470000E+04,  0.2981000E+00
        11,         7,  0.1480000E+04,  0.2952000E+00
        11,         7,  0.1490000E+04,  0.2984000E+00
        11,         7,  0.1500000E+04,  0.2976000E+00
        11,         7,  0.1510000E+04,  0.2948000E+00
        11,         7,  0.1520000E+04,  0.2976000E+00
        11,         7,  0.1530000E+04,  0.2950000E+00
        11,         7,  0.1540000E+04,  0.2944000E+00
        11,         7,  0.1550000E+04,  0.2936000E+00
        11,         7,  0.1560000E+04,  0.2946000E+00
        11,         7,  0.1570000E+04,  0.2956000E+00
        11,         7,  0.1580000E+04,  0.2946000E+00
        11,         7,  0.1590000E+04,  0.2937000E+00
        11,         7,  0.1600000E+04,  0.2928000E+00
        11,         7,  0.1610000E+04,  0.2934000E+00
        11,         7,  0.1620000E+04,  0.2927000E+00
        11,         7,  0.1630000E+04,  0.2901000E+00
        11,         7,  0.1640000E+04,  0.2876000E+00
        11,         7,  0.1650000E+04,  0.2906000E+00
        11,         7,  0.1660000E+04,  0.2884000E+00
        11,         7,  0.1670000E+04,  0.2861000E+00
        11,         7,  0.1680000E+04,  0.2872000E+00
        11,         7,  0.1690000E+04,  0.2868000E+00
        11,         7,  0.1700000E+04,  0.2863000E+00
        11,         7,  0.1710000E+04,  0.2842000E+00
        11,         7,  0.1720000E+04,  0.2821000E+00
        11,         7,  0.1730000E+04,  0.2851000E+00
        11,         7,  0.1740000E+04,  0.2846000E+00
        11,         7,  0.1750000E+04,  0.2839000E+00
        11,         7,  0.1760000E+04,  0.2831000E+00
        11,         7,  0.1770000E+04,  0.2821000E+00
        11,         7,  0.1780000E+04,  0.2830000E+00
        11,         7,  0.1790000E+04,  0.2824000E+00
        11,         7,  0.1800000E+04,  0.2816000E+00
        11,         7,  0.1810000E+04,  0.2809000E+00
        11,         7,  0.1820000E+04,  0.2802000E+00
        11,         7,  0.1830000E+04,  0.2778000E+00
        11,         7,  0.1840000E+04,  0.2804000E+00
        11,         7,  0.1850000E+04,  0.2785000E+00
        11,         7,  0.1860000E+04,  0.2766000E+00
        11,         7,  0.1870000E+04,  0.2747000E+00
        11,         7,  0.1880000E+04,  0.2758000E+00
        11,         7,  0.1890000E+04,  0.2755000E+00
        11,         7,  0.1900000E+04,  0.2753000E+00
        11,         7,  0.1910000E+04,  0.2736000E+00
        11,         7,  0.1920000E+04,  0.2734000E+00
        11,         7,  0.1930000E+04,  0.2717000E+00
        11,         7,  0.1940000E+04,  0.2701000E+00
        11,         7,  0.1950000E+04,  0.2728000E+00
        11,         7,  0.1960000E+04,  0.2725000E+00
        11,         7,  0.1970000E+04,  0.2721000E+00
        11,         7,  0.1980000E+04,  0.2703000E+00
        11,         7,  0.1990000E+04,  0.2700000E+00
        11,         7,  0.2000000E+04,  0.2696000E+00
        11,         7,  0.2010000E+04,  0.2693000E+00
        11,         7,  0.2020000E+04,  0.2687000E+00
        11,         7,  0.2030000E+04,  0.2698000E+00
        11,         7,  0.2040000E+04,  0.2682000E+00
        11,         7,  0.2050000E+04,  0.2667000E+00
        11,         7,  0.2060000E+04,  0.2664000E+00
        11,         7,  0.2070000E+04,  0.2649000E+00
        11,         7,  0.2080000E+04,  0.2634000E+00
        11,         7,  0.2090000E+04,  0.2645000E+00
        11,         7,  0.2100000E+04,  0.2644000E+00
        11,         7,  0.2110000E+04,  0.2631000E+00
        11,         7,  0.2120000E+04,  0.2619000E+00
        11,         7,  0.2130000E+04,  0.2607000E+00
        11,         7,  0.2140000E+04,  0.2597000E+00
        11,         7,  0.2150000E+04,  0.2599000E+00
        11,         7,  0.2160000E+04,  0.2599000E+00
        11,         7,  0.2170000E+04,  0.2586000E+00
        11,         7,  0.2180000E+04,  0.2596000E+00
        11,         7,  0.2190000E+04,  0.2596000E+00
        11,         7,  0.2200000E+04,  0.2595000E+00
        11,         7,  0.2210000E+04,  0.2583000E+00
        11,         7,  0.2220000E+04,  0.2583000E+00
        11,         7,  0.2230000E+04,  0.2572000E+00
        11,         7,  0.2240000E+04,  0.2562000E+00
        11,         7,  0.2250000E+04,  0.2562000E+00
        11,         7,  0.2260000E+04,  0.2551000E+00
        11,         7,  0.2270000E+04,  0.2542000E+00
        11,         7,  0.2280000E+04,  0.2532000E+00
        11,         7,  0.2290000E+04,  0.2522000E+00
        11,         7,  0.2300000E+04,  0.2524000E+00
        11,         7,  0.2310000E+04,  0.2525000E+00
        11,         7,  0.2320000E+04,  0.2527000E+00
        11,         7,  0.2330000E+04,  0.2528000E+00
        11,         7,  0.2340000E+04,  0.2529000E+00
        11,         7,  0.2350000E+04,  0.2528000E+00
        11,         7,  0.2360000E+04,  0.2517000E+00
        11,         7,  0.2370000E+04,  0.2517000E+00
        11,         7,  0.2380000E+04,  0.2508000E+00
        11,         7,  0.2390000E+04,  0.2499000E+00
        11,         7,  0.2400000E+04,  0.2500000E+00
        11,         7,  0.2410000E+04,  0.2492000E+00
        11,         7,  0.2420000E+04,  0.2484000E+00
        11,         7,  0.2430000E+04,  0.2485000E+00
        11,         7,  0.2440000E+04,  0.2484000E+00
        11,         7,  0.2450000E+04,  0.2483000E+00
        11,         7,  0.2460000E+04,  0.2473000E+00
        11,         7,  0.2470000E+04,  0.2472000E+00
        11,         7,  0.2480000E+04,  0.2462000E+00
        11,         7,  0.2490000E+04,  0.2454000E+00
        11,         7,  0.2500000E+04,  0.2445000E+00
        11,         7,  0.2510000E+04,  0.2445000E+00
        11,         7,  0.2520000E+04,  0.2444000E+00
        11,         7,  0.2530000E+04,  0.2435000E+00
        11,         7,  0.2540000E+04,  0.2427000E+00
        11,         7,  0.2550000E+04,  0.2419000E+00
        11,         7,  0.2560000E+04,  0.2420000E+00
        11,         7,  0.2570000E+04,  0.2413000E+00
        11,         7,  0.2580000E+04,  0.2406000E+00
        11,         7,  0.2590000E+04,  0.2407000E+00
        11,         7,  0.2600000E+04,  0.2400000E+00
        11,         7,  0.2610000E+04,  0.2392000E+00
        11,         7,  0.2620000E+04,  0.2377000E+00
        11,         7,  0.2630000E+04,  0.2369000E+00
        11,         7,  0.2640000E+04,  0.2369000E+00
        11,         7,  0.2650000E+04,  0.2361000E+00
        11,         7,  0.2660000E+04,  0.2360000E+00
        11,         7,  0.2670000E+04,  0.2359000E+00
        11,         7,  0.2680000E+04,  0.2344000E+00
        11,         7,  0.2690000E+04,  0.2336000E+00
        11,         7,  0.2700000E+04,  0.2329000E+00
        11,         7,  0.2710000E+04,  0.2322000E+00
        11,         7,  0.2720000E+04,  0.2315000E+00
        11,         7,  0.2730000E+04,  0.2309000E+00
        11,         7,  0.2740000E+04,  0.2296000E+00
        11,         7,  0.2750000E+04,  0.2285000E+00
        11,         7,  0.2760000E+04,  0.2284000E+00
        11,         7,  0.2770000E+04,  0.2278000E+00
        11,         7,  0.2780000E+04,  0.2272000E+00
        11,         7,  0.2790000E+04,  0.2262000E+00
        11,         7,  0.2800000E+04,  0.2256000E+00
        11,         7,  0.2810000E+04,  0.2255000E+00
        11,         7,  0.2820000E+04,  0.2245000E+00
        11,         7,  0.2830000E+04,  0.2235000E+00
        11,         7,  0.2840000E+04,  0.2230000E+00
        11,         7,  0.2850000E+04,  0.2223000E+00
        11,         7,  0.2860000E+04,  0.2205000E+00
        11,         7,  0.2870000E+04,  0.2196000E+00
        11,         7,  0.2880000E+04,  0.2186000E+00
        11,         7,  0.2890000E+04,  0.2169000E+00
        11,         7,  0.2900000E+04,  0.2162000E+00
        11,         7,  0.2910000E+04,  0.2150000E+00
        11,         7,  0.2920000E+04,  0.2139000E+00
        11,         7,  0.2930000E+04,  0.2133000E+00
        11,         7,  0.2940000E+04,  0.2121000E+00
        11,         7,  0.2950000E+04,  0.2112000E+00
        11,         7,  0.2960000E+04,  0.2106000E+00
        11,         7,  0.2970000E+04,  0.2096000E+00
        11,         7,  0.2980000E+04,  0.2087000E+00
        11,         7,  0.2990000E+04,  0.2081000E+00
        11,         7,  0.3000000E+04,  0.2075000E+00
        11,         7,  0.3010000E+04,  0.2069000E+00
        11,         7,  0.3020000E+04,  0.2064000E+00
        11,         7,  0.3030000E+04,  0.2058000E+00
        11,         7,  0.3040000E+04,  0.2053000E+00
        11,         7,  0.3050000E+04,  0.2049000E+00
        11,         7,  0.3060000E+04,  0.2045000E+00
        11,         7,  0.3070000E+04,  0.2040000E+00
        11,         7,  0.3080000E+04,  0.2037000E+00
        11,         7,  0.3090000E+04,  0.2033000E+00
        11,         7,  0.3100000E+04,  0.2032000E+00
        11,         7,  0.3110000E+04,  0.2030000E+00
        11,         7,  0.3120000E+04,  0.2029000E+00
        11,         7,  0.3130000E+04,  0.2026000E+00
        11,         7,  0.3140000E+04,  0.2025000E+00
        11,         7,  0.3150000E+04,  0.2023000E+00
        11,         7,  0.3160000E+04,  0.2021000E+00
        11,         7,  0.3170000E+04,  0.2020000E+00
        11,         7,  0.3180000E+04,  0.2020000E+00
        11,         7,  0.3190000E+04,  0.2020000E+00
        11,         7,  0.3200000E+04,  0.2020000E+00
        11,         7,  0.3210000E+04,  0.2020000E+00
        11,         7,  0.3220000E+04,  0.2020000E+00
        11,         7,  0.3230000E+04,  0.2020000E+00
        11,         7,  0.3240000E+04,  0.2020000E+00
        11,         7,  0.3250000E+04,  0.2020000E+00
        11,         7,  0.3260000E+04,  0.2020000E+00
        11,         7,  0.3270000E+04,  0.2020000E+00
        11,         7,  0.3280000E+04,  0.2020000E+00
        11,         7,  0.3290000E+04,  0.2020000E+00
        11,         7,  0.3300000E+04,  0.2020000E+00
        11,         7,  0.3310000E+04,  0.2020000E+00
        11,         7,  0.3320000E+04,  0.2020000E+00
        11,         7,  0.3330000E+04,  0.2020000E+00
        11,         7,  0.3340000E+04,  0.2020000E+00
        11,         7,  0.3350000E+04,  0.2020000E+00
        11,         7,  0.3360000E+04,  0.2020000E+00
        11,         7,  0.3370000E+04,  0.2020000E+00
        11,         7,  0.3380000E+04,  0.2020000E+00
        11,         7,  0.3390000E+04,  0.2020000E+00
        11,         7,  0.3400000E+04,  0.2020000E+00
        11,         7,  0.3410000E+04,  0.2020000E+00
        11,         7,  0.3420000E+04,  0.2020000E+00
        11,         7,  0.3430000E+04,  0.2020000E+00
        11,         7,  0.3440000E+04,  0.2020000E+00
        11,         7,  0.3450000E+04,  0.2020000E+00
        11,         7,  0.3460000E+04,  0.2020000E+00
        11,         7,  0.3470000E+04,  0.2020000E+00
        11,         7,  0.3480000E+04,  0.2020000E+00
        11,         7,  0.3490000E+04,  0.2020000E+00
        11,         7,  0.3500000E+04,  0.2020000E+00
        11,         7,  0.3510000E+04,  0.2020000E+00
        11,         7,  0.3520000E+04,  0.2020000E+00
        11,         7,  0.3530000E+04,  0.2020000E+00
        11,         7,  0.3540000E+04,  0.2020000E+00
        11,         7,  0.3550000E+04,  0.2020000E+00
        11,         7,  0.3560000E+04,  0.2020000E+00
        11,         7,  0.3570000E+04,  0.2020000E+00
        11,         7,  0.3580000E+04,  0.2020000E+00
        11,         7,  0.3590000E+04,  0.2020000E+00
        11,         7,  0.3600000E+04,  0.2020000E+00
        11,         7,  0.3610000E+04,  0.2020000E+00
        11,         7,  0.3620000E+04,  0.2020000E+00
        11,         7,  0.3630000E+04,  0.2020000E+00
        11,         7,  0.3640000E+04,  0.2020000E+00
        11,         7,  0.3650000E+04,  0.2020000E+00
        11,         7,  0.3660000E+04,  0.2020000E+00
        11,         7,  0.3670000E+04,  0.2020000E+00
        11,         7,  0.3680000E+04,  0.2020000E+00
        11,         7,  0.3690000E+04,  0.2020000E+00
        11,         7,  0.3700000E+04,  0.2020000E+00
        11,         7,  0.3710000E+04,  0.2020000E+00
        11,         7,  0.3720000E+04,  0.2020000E+00
        11,         7,  0.3730000E+04,  0.2020000E+00
        11,         7,  0.3740000E+04,  0.2020000E+00
        11,         7,  0.3750000E+04,  0.2020000E+00
        11,         7,  0.3760000E+04,  0.2020000E+00
        11,         7,  0.3770000E+04,  0.2020000E+00
        11,         7,  0.3780000E+04,  0.2020000E+00
        11,         7,  0.3790000E+04,  0.2020000E+00
        11,         7,  0.3800000E+04,  0.2020000E+00
        11,         7,  0.3810000E+04,  0.2020000E+00
        11,         7,  0.3820000E+04,  0.2020000E+00
        11,         7,  0.3830000E+04,  0.2020000E+00
        11,         7,  0.3840000E+04,  0.2020000E+00
        11,         7,  0.3850000E+04,  0.2020000E+00
        11,         7,  0.3860000E+04,  0.2020000E+00
        11,         7,  0.3870000E+04,  0.2020000E+00
        11,         7,  0.3880000E+04,  0.2020000E+00
        11,         7,  0.3890000E+04,  0.2020000E+00
        11,         7,  0.3900000E+04,  0.2020000E+00
        11,         7,  0.3910000E+04,  0.2020000E+00
        11,         7,  0.3920000E+04,  0.2020000E+00
        11,         7,  0.3930000E+04,  0.2020000E+00
        11,         7,  0.3940000E+04,  0.2020000E+00
        11,         7,  0.3950000E+04,  0.2020000E+00
        11,         7,  0.3960000E+04,  0.2020000E+00
        11,         7,  0.3970000E+04,  0.2020000E+00
        11,         7,  0.3980000E+04,  0.2020000E+00
        11,         7,  0.3990000E+04,  0.2020000E+00
        11,         7,  0.4000000E+04,  0.2020000E+00
        11,         7,  0.4010000E+04,  0.2020000E+00
        11,         7,  0.4020000E+04,  0.2020000E+00
        11,         7,  0.4030000E+04,  0.2020000E+00
        11,         7,  0.4040000E+04,  0.2020000E+00
        11,         7,  0.4050000E+04,  0.2020000E+00
        11,         7,  0.4060000E+04,  0.2020000E+00
        11,         7,  0.4070000E+04,  0.2020000E+00
        11,         7,  0.4080000E+04,  0.2020000E+00
        11,         7,  0.4090000E+04,  0.2020000E+00
        11,         7,  0.4100000E+04,  0.2020000E+00
        11,         7,  0.4110000E+04,  0.2020000E+00
        11,         7,  0.4120000E+04,  0.2020000E+00
        11,         7,  0.4130000E+04,  0.2020000E+00
        11,         7,  0.4140000E+04,  0.2020000E+00
        11,         7,  0.4150000E+04,  0.2020000E+00
        11,         7,  0.4160000E+04,  0.2020000E+00
        11,         7,  0.4170000E+04,  0.2020000E+00
        11,         7,  0.4180000E+04,  0.2020000E+00
        11,         7,  0.4190000E+04,  0.2020000E+00
        11,         7,  0.4200000E+04,  0.2020000E+00
        11,         7,  0.4210000E+04,  0.2020000E+00
        11,         7,  0.4220000E+04,  0.2020000E+00
        11,         7,  0.4230000E+04,  0.2020000E+00
        11,         7,  0.4240000E+04,  0.2020000E+00
        11,         7,  0.4250000E+04,  0.2020000E+00
        11,         7,  0.4260000E+04,  0.2020000E+00
        11,         7,  0.4270000E+04,  0.2020000E+00
        11,         7,  0.4280000E+04,  0.2020000E+00
        11,         7,  0.4290000E+04,  0.2020000E+00
        11,         7,  0.4300000E+04,  0.2020000E+00
        11,         7,  0.4310000E+04,  0.2020000E+00
        11,         7,  0.4320000E+04,  0.2020000E+00
        11,         7,  0.4330000E+04,  0.2020000E+00
        11,         7,  0.4340000E+04,  0.2020000E+00
        11,         7,  0.4350000E+04,  0.2020000E+00
        11,         7,  0.4360000E+04,  0.2020000E+00
        11,         7,  0.4370000E+04,  0.2020000E+00
        11,         7,  0.4380000E+04,  0.2020000E+00
        11,         7,  0.4390000E+04,  0.2020000E+00
        11,         7,  0.4400000E+04,  0.2020000E+00
        11,         7,  0.4410000E+04,  0.2020000E+00
        11,         7,  0.4420000E+04,  0.2020000E+00
        11,         7,  0.4430000E+04,  0.2020000E+00
        11,         7,  0.4440000E+04,  0.2020000E+00
        11,         7,  0.4450000E+04,  0.2020000E+00
        11,         7,  0.4460000E+04,  0.2020000E+00
        11,         7,  0.4470000E+04,  0.2020000E+00
        11,         7,  0.4480000E+04,  0.2020000E+00
        11,         7,  0.4490000E+04,  0.2020000E+00
        11,         7,  0.4500000E+04,  0.2020000E+00
        11,         7,  0.4510000E+04,  0.2020000E+00
        11,         7,  0.4520000E+04,  0.2020000E+00
        11,         7,  0.4530000E+04,  0.2020000E+00
        11,         7,  0.4540000E+04,  0.2020000E+00
        11,         7,  0.4550000E+04,  0.2020000E+00
        11,         7,  0.4560000E+04,  0.2020000E+00
        11,         7,  0.4570000E+04,  0.2020000E+00
        11,         7,  0.4580000E+04,  0.2020000E+00
        11,         7,  0.4590000E+04,  0.2020000E+00
        11,         7,  0.4600000E+04,  0.2020000E+00
        11,         7,  0.4610000E+04,  0.2020000E+00
        11,         7,  0.4620000E+04,  0.2020000E+00
        11,         7,  0.4630000E+04,  0.2020000E+00
        11,         7,  0.4640000E+04,  0.2020000E+00
        11,         7,  0.4650000E+04,  0.2020000E+00
        11,         7,  0.4660000E+04,  0.2020000E+00
        11,         7,  0.4670000E+04,  0.2020000E+00
        11,         7,  0.4680000E+04,  0.2020000E+00
        11,         7,  0.4690000E+04,  0.2020000E+00
        11,         7,  0.4700000E+04,  0.2020000E+00
        11,         7,  0.4710000E+04,  0.2020000E+00
        11,         7,  0.4720000E+04,  0.2020000E+00
        11,         7,  0.4730000E+04,  0.2020000E+00
        11,         7,  0.4740000E+04,  0.2020000E+00
        11,         7,  0.4750000E+04,  0.2020000E+00
        11,         7,  0.4760000E+04,  0.2020000E+00
        11,         7,  0.4770000E+04,  0.2020000E+00
        11,         7,  0.4780000E+04,  0.2020000E+00
        11,         7,  0.4790000E+04,  0.2020000E+00
        11,         7,  0.4800000E+04,  0.2020000E+00
        11,         7,  0.4810000E+04,  0.2020000E+00
        11,         7,  0.4820000E+04,  0.2020000E+00
        11,         7,  0.4830000E+04,  0.2020000E+00
        11,         7,  0.4840000E+04,  0.2020000E+00
        11,         7,  0.4850000E+04,  0.2020000E+00
        11,         7,  0.4860000E+04,  0.2020000E+00
        11,         7,  0.4870000E+04,  0.2020000E+00
        11,         7,  0.4880000E+04,  0.2020000E+00
        11,         7,  0.4890000E+04,  0.2020000E+00
        11,         7,  0.4900000E+04,  0.2020000E+00
        11,         7,  0.4910000E+04,  0.2020000E+00
        11,         7,  0.4920000E+04,  0.2020000E+00
        11,         7,  0.4930000E+04,  0.2020000E+00
        11,         7,  0.4940000E+04,  0.2020000E+00
        11,         7,  0.4950000E+04,  0.2020000E+00
        11,         7,  0.4960000E+04,  0.2020000E+00
        11,         7,  0.4970000E+04,  0.2020000E+00
        11,         7,  0.4980000E+04,  0.2020000E+00
        11,         7,  0.4990000E+04,  0.2020000E+00
        11,         7,  0.5000000E+04,  0.2020000E+00
        11,         7,  0.5010000E+04,  0.2020000E+00
        11,         7,  0.5020000E+04,  0.2020000E+00
        11,         7,  0.5030000E+04,  0.2020000E+00
        11,         7,  0.5040000E+04,  0.2020000E+00
